line_no, Core 0 lines , Core 1 lines
0 , 0 , 0
1 , 0 , 0
2 , 0 , 0
3 , 0 , 0
4 , 0 , 0
5 , 236 , 430
6 , 0 , 0
7 , 0 , 276
8 , 0 , 0
9 , 271 , 0
10 , 0 , 0
11 , 0 , 442
12 , 0 , 0
13 , 0 , 0
14 , 0 , 0
15 , 0 , 0
16 , 0 , 260
17 , 552 , 0
18 , 0 , 240
19 , 0 , 0
20 , 0 , 0
21 , 0 , 288
22 , 0 , 0
23 , 0 , 0
24 , 208 , 0
25 , 0 , 0
26 , 0 , 0
27 , 0 , 0
28 , 0 , 0
29 , 0 , 0
30 , 0 , 0
31 , 246 , 0
32 , 0 , 0
33 , 0 , 0
34 , 0 , 0
35 , 0 , 0
36 , 0 , 179
37 , 0 , 0
38 , 0 , 0
39 , 265 , 220
40 , 0 , 0
41 , 0 , 0
42 , 213 , 0
43 , 210 , 0
44 , 277 , 245
45 , 265 , 0
46 , 0 , 0
47 , 0 , 0
48 , 303 , 255
49 , 360 , 230
50 , 208 , 0
51 , 285 , 0
52 , 0 , 0
53 , 0 , 305
54 , 0 , 0
55 , 0 , 0
56 , 306 , 0
57 , 0 , 0
58 , 0 , 0
59 , 0 , 0
60 , 0 , 190
61 , 207 , 0
62 , 164 , 0
63 , 0 , 0
64 , 0 , 0
65 , 0 , 0
66 , 255 , 0
67 , 0 , 207
68 , 0 , 0
69 , 240 , 216
70 , 0 , 0
71 , 0 , 0
72 , 0 , 0
73 , 283 , 0
74 , 0 , 262
75 , 220 , 298
76 , 0 , 562
77 , 0 , 0
78 , 0 , 0
79 , 0 , 0
80 , 0 , 207
81 , 268 , 0
82 , 250 , 245
83 , 0 , 0
84 , 0 , 0
85 , 0 , 0
86 , 0 , 0
87 , 0 , 251
88 , 171 , 275
89 , 0 , 251
90 , 0 , 0
91 , 0 , 225
92 , 0 , 270
93 , 0 , 0
94 , 0 , 0
95 , 0 , 0
96 , 0 , 0
97 , 0 , 0
98 , 0 , 0
99 , 0 , 0
100 , 0 , 0
101 , 0 , 0
102 , 0 , 0
103 , 0 , 325
104 , 0 , 0
105 , 0 , 0
106 , 0 , 0
107 , 0 , 0
108 , 0 , 0
109 , 229 , 0
110 , 263 , 0
111 , 0 , 154
112 , 0 , 211
113 , 0 , 0
114 , 0 , 0
115 , 545 , 0
116 , 0 , 0
117 , 0 , 0
118 , 0 , 0
119 , 0 , 0
120 , 0 , 0
121 , 0 , 0
122 , 0 , 0
123 , 0 , 224
124 , 0 , 0
125 , 0 , 232
126 , 226 , 0
127 , 0 , 226
128 , 0 , 178
129 , 0 , 591
130 , 584 , 0
131 , 0 , 0
132 , 0 , 0
133 , 0 , 0
134 , 0 , 0
135 , 0 , 0
136 , 0 , 619
137 , 0 , 0
138 , 0 , 472
139 , 0 , 527
140 , 0 , 281
141 , 0 , 315
142 , 0 , 0
143 , 0 , 0
144 , 475 , 0
145 , 0 , 0
146 , 0 , 462
147 , 0 , 0
148 , 0 , 0
149 , 239 , 0
150 , 0 , 0
151 , 0 , 181
152 , 0 , 167
153 , 204 , 0
154 , 330 , 0
155 , 0 , 0
156 , 271 , 0
157 , 0 , 300
158 , 0 , 309
159 , 0 , 0
160 , 250 , 0
161 , 0 , 0
162 , 0 , 0
163 , 531 , 0
164 , 0 , 0
165 , 0 , 0
166 , 0 , 0
167 , 0 , 188
168 , 0 , 0
169 , 0 , 0
170 , 0 , 0
171 , 0 , 0
172 , 269 , 0
173 , 0 , 0
174 , 0 , 0
175 , 0 , 0
176 , 265 , 0
177 , 197 , 278
178 , 0 , 0
179 , 0 , 0
180 , 0 , 198
181 , 0 , 0
182 , 0 , 0
183 , 0 , 0
184 , 0 , 0
185 , 0 , 0
186 , 0 , 0
187 , 0 , 0
188 , 0 , 0
189 , 516 , 0
190 , 0 , 0
191 , 0 , 0
192 , 0 , 0
193 , 0 , 205
194 , 0 , 0
195 , 0 , 0
196 , 0 , 0
197 , 274 , 0
198 , 0 , 0
199 , 317 , 0
200 , 0 , 0
201 , 0 , 0
202 , 0 , 0
203 , 0 , 0
204 , 0 , 0
205 , 0 , 0
206 , 498 , 0
207 , 0 , 0
208 , 264 , 0
209 , 0 , 0
210 , 0 , 0
211 , 260 , 0
212 , 276 , 0
213 , 0 , 199
214 , 0 , 0
215 , 0 , 0
216 , 0 , 0
217 , 0 , 0
218 , 0 , 0
219 , 0 , 278
220 , 0 , 0
221 , 0 , 0
222 , 0 , 0
223 , 0 , 0
224 , 0 , 243
225 , 0 , 0
226 , 0 , 0
227 , 518 , 238
228 , 0 , 361
229 , 0 , 314
230 , 0 , 0
231 , 0 , 0
232 , 0 , 518
233 , 0 , 0
234 , 215 , 484
235 , 0 , 328
236 , 522 , 0
237 , 0 , 0
238 , 0 , 0
239 , 0 , 0
240 , 241 , 0
241 , 225 , 0
242 , 0 , 0
243 , 299 , 260
244 , 0 , 242
245 , 192 , 0
246 , 0 , 0
247 , 0 , 0
248 , 0 , 0
249 , 0 , 0
250 , 0 , 0
251 , 0 , 254
252 , 292 , 0
253 , 0 , 0
254 , 0 , 0
255 , 0 , 0
256 , 0 , 0
257 , 0 , 0
258 , 0 , 0
259 , 0 , 285
260 , 314 , 0
261 , 0 , 0
262 , 0 , 0
263 , 0 , 0
264 , 0 , 0
265 , 289 , 271
266 , 0 , 0
267 , 0 , 0
268 , 0 , 295
269 , 315 , 0
270 , 0 , 0
271 , 0 , 216
272 , 0 , 232
273 , 0 , 0
274 , 0 , 0
275 , 261 , 0
276 , 268 , 0
277 , 0 , 0
278 , 0 , 0
279 , 0 , 0
280 , 0 , 0
281 , 0 , 197
282 , 0 , 0
283 , 0 , 0
284 , 0 , 201
285 , 0 , 224
286 , 0 , 226
287 , 0 , 0
288 , 221 , 0
289 , 196 , 303
290 , 219 , 0
291 , 462 , 0
292 , 286 , 0
293 , 235 , 0
294 , 0 , 0
295 , 0 , 0
296 , 0 , 0
297 , 259 , 0
298 , 0 , 0
299 , 0 , 0
300 , 462 , 0
301 , 0 , 0
302 , 0 , 0
303 , 214 , 0
304 , 0 , 0
305 , 212 , 0
306 , 0 , 0
307 , 0 , 0
308 , 0 , 0
309 , 0 , 0
310 , 0 , 0
311 , 0 , 0
312 , 0 , 0
313 , 0 , 0
314 , 0 , 0
315 , 0 , 313
316 , 0 , 0
317 , 0 , 0
318 , 227 , 0
319 , 0 , 0
320 , 0 , 1015
321 , 498 , 0
322 , 0 , 0
323 , 0 , 0
324 , 773 , 321
325 , 221 , 0
326 , 0 , 0
327 , 0 , 0
328 , 0 , 0
329 , 0 , 0
330 , 0 , 335
331 , 0 , 0
332 , 0 , 0
333 , 0 , 0
334 , 0 , 0
335 , 0 , 252
336 , 0 , 0
337 , 0 , 0
338 , 298 , 0
339 , 0 , 0
340 , 0 , 218
